No,Date,Price,Open,High,Low,Vol.,Change %
350,1/29/2019,"7,028.29","7,087.49","7,092.29","7,011.47",498.85M,-0.81%
351,1/30/2019,"7,183.08","7,094.79","7,201.31","7,065.57",610.50M,2.20%
352,1/31/2019,"7,281.74","7,208.17","7,303.12","7,205.94",769.26M,1.37%
353,2/1/2019,"7,263.87","7,256.37","7,299.94","7,243.41",639.92M,-0.25%
354,2/4/2019,"7,347.54","7,266.28","7,348.23","7,261.07",498.43M,1.15%
355,2/5/2019,"7,402.08","7,356.34","7,408.69","7,355.36",551.12M,0.74%
356,2/6/2019,"7,375.28","7,400.44","7,410.77","7,346.72",532.51M,-0.36%
357,2/7/2019,"7,288.35","7,316.50","7,336.74","7,235.05",568.69M,-1.18%
358,2/8/2019,"7,298.20","7,232.30","7,299.44","7,225.14",514.65M,0.14%
359,2/11/2019,"7,307.90","7,327.37","7,343.56","7,290.03",480.65M,0.13%
360,2/12/2019,"7,414.62","7,358.85","7,419.43","7,349.81",515.00M,1.46%
361,2/13/2019,"7,420.38","7,437.46","7,461.66","7,413.84",503.43M,0.08%
362,2/14/2019,"7,426.95","7,390.25","7,454.42","7,375.71",529.29M,0.09%
363,2/15/2019,"7,472.41","7,468.57","7,477.28","7,440.26",606.68M,0.61%
364,2/19/2019,"7,486.77","7,450.75","7,507.79","7,450.27",524.36M,0.19%
365,2/20/2019,"7,489.07","7,490.31","7,513.70","7,455.25",548.58M,0.03%
366,2/21/2019,"7,459.71","7,475.41","7,485.75","7,430.89",513.67M,-0.39%
367,2/22/2019,"7,527.55","7,481.63","7,527.55","7,479.01",595.34M,0.91%
368,2/25/2019,"7,554.46","7,585.30","7,602.69","7,551.61",597.61M,0.36%
369,2/26/2019,"7,549.30","7,535.29","7,573.22","7,524.31",597.66M,-0.07%
370,2/27/2019,"7,554.51","7,526.42","7,562.30","7,485.39",584.52M,0.07%
371,2/28/2019,"7,532.53","7,533.31","7,561.90","7,516.48",735.11M,-0.29%
372,3/1/2019,"7,595.35","7,587.45","7,603.03","7,540.75",611.93M,0.83%
373,3/4/2019,"7,577.57","7,636.62","7,643.66","7,501.56",643.15M,-0.23%
374,3/5/2019,"7,576.36","7,582.29","7,598.66","7,543.54",537.99M,-0.02%
375,3/6/2019,"7,505.92","7,575.38","7,579.02","7,499.87",558.83M,-0.93%
376,3/7/2019,"7,421.46","7,483.79","7,489.08","7,397.19",599.91M,-1.13%
377,3/8/2019,"7,408.14","7,334.35","7,411.52","7,332.92",559.33M,-0.18%
378,3/11/2019,"7,558.06","7,442.56","7,558.23","7,442.40",557.76M,2.02%
379,3/12/2019,"7,591.03","7,571.85","7,611.13","7,560.46",543.48M,0.44%
380,3/13/2019,"7,643.40","7,621.38","7,677.07","7,619.46",619.49M,0.69%
381,3/14/2019,"7,630.91","7,644.79","7,653.10","7,627.02",590.48M,-0.16%
382,3/15/2019,"7,688.53","7,658.41","7,714.96","7,652.03",1.43B,0.76%
383,3/18/2019,"7,714.48","7,696.38","7,737.67","7,677.74",595.69M,0.34%
384,3/19/2019,"7,723.95","7,747.40","7,767.89","7,699.15",632.44M,0.12%
385,3/20/2019,"7,728.97","7,721.95","7,779.24","7,674.04",584.52M,0.06%
386,3/21/2019,"7,838.96","7,705.43","7,850.10","7,705.43",634.29M,1.42%
387,3/22/2019,"7,642.67","7,800.25","7,817.83","7,642.57",622.74M,-2.50%
388,3/25/2019,"7,637.54","7,618.98","7,662.38","7,579.29",516.09M,-0.07%
389,3/26/2019,"7,691.52","7,700.00","7,738.17","7,649.21",516.86M,0.71%
390,3/27/2019,"7,643.38","7,702.05","7,712.84","7,582.09",553.67M,-0.63%
391,3/28/2019,"7,669.17","7,660.07","7,689.16","7,619.82",481.24M,0.34%
392,3/29/2019,"7,729.32","7,726.71","7,733.62","7,688.51",654.73M,0.78%
393,4/1/2019,"7,828.91","7,800.24","7,831.45","7,777.10",533.38M,1.29%
394,4/2/2019,"7,848.69","7,824.61","7,854.92","7,811.28",516.21M,0.25%
395,4/3/2019,"7,895.55","7,891.18","7,938.26","7,870.90",618.18M,0.60%
396,4/4/2019,"7,891.78","7,894.26","7,917.65","7,844.96",520.12M,-0.05%
397,4/5/2019,"7,938.69","7,914.51","7,940.45","7,909.14",526.60M,0.59%
398,4/8/2019,"7,953.88","7,924.89","7,955.90","7,891.85",500.60M,0.19%
399,4/9/2019,"7,909.28","7,924.77","7,945.55","7,897.61",492.39M,-0.56%
400,4/10/2019,"7,964.24","7,922.73","7,965.33","7,916.90",500.46M,0.69%
401,4/11/2019,"7,947.36","7,975.20","7,975.20","7,933.41",464.50M,-0.21%
402,4/12/2019,"7,984.16","7,984.15","7,992.09","7,952.61",470.31M,0.46%
403,4/15/2019,"7,976.01","7,987.16","7,993.33","7,933.56",439.60M,-0.10%
404,4/16/2019,"8,000.23","8,000.57","8,017.56","7,978.81",504.80M,0.30%
405,4/17/2019,"7,996.08","8,044.97","8,052.40","7,973.38",569.99M,-0.05%
406,4/18/2019,"7,998.06","7,998.44","8,002.31","7,950.97",561.24M,0.02%
407,4/22/2019,"8,015.27","7,969.37","8,017.15","7,965.90",445.01M,0.22%
408,4/23/2019,"8,120.82","8,026.74","8,128.88","8,023.81",513.60M,1.32%
409,4/24/2019,"8,102.02","8,122.88","8,139.55","8,101.70",506.59M,-0.23%
410,4/25/2019,"8,118.68","8,150.85","8,151.85","8,075.41",534.96M,0.21%
411,4/26/2019,"8,146.40","8,100.28","8,146.42","8,060.89",504.72M,0.34%
412,4/29/2019,"8,161.85","8,147.65","8,176.08","8,136.41",446.01M,0.19%
413,4/30/2019,"8,095.39","8,104.91","8,124.61","8,050.55",582.27M,-0.81%
414,5/1/2019,"8,049.64","8,132.93","8,146.00","8,048.23",578.26M,-0.57%
415,5/2/2019,"8,036.77","8,046.48","8,094.06","7,976.77",540.17M,-0.16%
416,5/3/2019,"8,164.00","8,092.88","8,164.71","8,084.80",524.43M,1.58%
417,5/6/2019,"8,123.29","7,981.85","8,135.54","7,981.85",518.37M,-0.50%
418,5/7/2019,"7,963.76","8,043.52","8,070.97","7,899.02",617.48M,-1.96%
419,5/8/2019,"7,943.32","7,946.24","8,004.49","7,923.35",558.26M,-0.26%
420,5/9/2019,"7,910.59","7,853.21","7,929.78","7,796.16",620.65M,-0.41%
421,5/10/2019,"7,916.94","7,881.31","7,949.34","7,759.34",587.10M,0.08%
422,5/13/2019,"7,647.02","7,720.07","7,760.83","7,627.23",650.13M,-3.41%
423,5/14/2019,"7,734.49","7,689.66","7,776.20","7,665.30",525.13M,1.14%
424,5/15/2019,"7,822.15","7,682.80","7,838.72","7,682.24",503.47M,1.13%
425,5/16/2019,"7,898.05","7,832.58","7,946.23","7,826.67",532.35M,0.97%
426,5/17/2019,"7,816.28","7,829.03","7,918.71","7,810.35",579.07M,-1.04%
427,5/20/2019,"7,702.38","7,714.06","7,747.27","7,678.35",551.65M,-1.46%
428,5/21/2019,"7,785.72","7,765.57","7,804.44","7,752.92",500.28M,1.08%
429,5/22/2019,"7,750.84","7,749.81","7,786.33","7,738.35",466.48M,-0.45%
430,5/23/2019,"7,628.28","7,660.72","7,665.15","7,585.32",597.20M,-1.58%
431,5/24/2019,"7,637.01","7,675.57","7,694.15","7,631.25",422.81M,0.11%
432,5/28/2019,"7,607.35","7,655.66","7,693.74","7,603.76",785.60M,-0.39%
433,5/29/2019,"7,547.31","7,553.02","7,581.11","7,503.94",579.48M,-0.79%
434,5/30/2019,"7,567.72","7,565.46","7,595.90","7,527.66",454.61M,0.27%
435,5/31/2019,"7,453.15","7,470.95","7,506.86","7,448.23",590.43M,-1.51%
436,6/3/2019,"7,333.02","7,441.22","7,457.66","7,292.22",658.41M,-1.61%
437,6/4/2019,"7,527.12","7,413.94","7,529.50","7,385.02",619.53M,2.65%
438,6/5/2019,"7,575.48","7,585.68","7,589.47","7,498.17",537.32M,0.64%
439,6/6/2019,"7,615.55","7,582.24","7,634.12","7,546.22",542.41M,0.53%
440,6/7/2019,"7,742.10","7,652.97","7,767.02","7,647.91",516.84M,1.66%
441,6/10/2019,"7,823.17","7,798.87","7,895.44","7,795.76",522.20M,1.05%
442,6/11/2019,"7,822.57","7,901.04","7,909.99","7,798.63",534.58M,-0.01%
443,6/12/2019,"7,792.72","7,803.13","7,819.16","7,773.97",481.74M,-0.38%
444,6/13/2019,"7,837.13","7,822.56","7,848.36","7,813.60",460.87M,0.57%
445,6/14/2019,"7,796.66","7,807.19","7,819.21","7,778.12",465.37M,-0.52%
446,6/17/2019,"7,845.02","7,819.43","7,865.98","7,812.61",502.92M,0.62%
447,6/18/2019,"7,953.88","7,920.98","8,005.21","7,911.67",567.69M,1.39%
448,6/19/2019,"7,987.32","7,970.26","7,998.59","7,930.38",536.80M,0.42%
449,6/20/2019,"8,051.34","8,087.45","8,088.88","7,996.87",528.69M,0.80%
450,6/21/2019,"8,031.71","8,028.69","8,073.02","8,011.20",1.20B,-0.24%
451,6/24/2019,"8,005.70","8,040.58","8,047.56","8,004.63",528.18M,-0.32%
452,6/25/2019,"7,884.72","8,005.27","8,007.31","7,879.15",547.78M,-1.51%
453,6/26/2019,"7,909.97","7,933.93","7,974.28","7,903.07",537.92M,0.32%
454,6/27/2019,"7,967.76","7,939.36","7,976.58","7,935.47",523.93M,0.73%
455,6/28/2019,"8,006.24","7,988.76","8,010.15","7,961.46",1.76B,0.48%
456,7/1/2019,"8,091.16","8,145.85","8,150.45","8,059.29",583.42M,1.06%
457,7/2/2019,"8,109.09","8,086.65","8,109.37","8,063.10",488.38M,0.22%
458,7/3/2019,"8,170.23","8,129.57","8,170.23","8,122.34",408.20M,0.75%
459,7/5/2019,"8,161.79","8,123.28","8,171.97","8,093.66",425.69M,-0.10%
460,7/8/2019,"8,098.38","8,112.91","8,112.91","8,078.39",511.73M,-0.78%
461,7/9/2019,"8,141.73","8,061.41","8,146.98","8,061.32",468.36M,0.54%
462,7/10/2019,"8,202.53","8,183.19","8,228.60","8,160.56",508.18M,0.75%
463,7/11/2019,"8,196.04","8,219.28","8,226.18","8,171.63",483.49M,-0.08%
464,7/12/2019,"8,244.14","8,209.20","8,245.66","8,201.52",500.70M,0.59%
465,7/15/2019,"8,258.18","8,263.18","8,264.78","8,236.27",470.85M,0.17%
466,7/16/2019,"8,222.80","8,251.66","8,259.75","8,204.23",473.99M,-0.43%
467,7/17/2019,"8,185.21","8,224.00","8,230.67","8,184.66",473.28M,-0.46%
468,7/18/2019,"8,207.24","8,151.76","8,215.58","8,135.12",487.19M,0.27%
469,7/19/2019,"8,146.49","8,241.34","8,245.78","8,144.63",520.02M,-0.74%
470,7/22/2019,"8,204.14","8,171.99","8,218.42","8,171.54",491.48M,0.71%
471,7/23/2019,"8,251.40","8,242.50","8,251.83","8,193.89",474.75M,0.58%
472,7/24/2019,"8,321.50","8,227.36","8,321.81","8,226.50",528.51M,0.85%
473,7/25/2019,"8,238.54","8,294.68","8,295.95","8,233.40",535.59M,-1.00%
474,7/26/2019,"8,330.21","8,294.30","8,339.64","8,291.12",529.37M,1.11%
475,7/29/2019,"8,293.33","8,325.10","8,325.28","8,247.37",511.48M,-0.44%
476,7/30/2019,"8,273.61","8,231.77","8,295.46","8,228.02",510.52M,-0.24%
477,7/31/2019,"8,175.42","8,290.80","8,299.83","8,110.02",758.73M,-1.19%
478,8/1/2019,"8,111.12","8,190.56","8,311.04","8,080.52",703.64M,-0.79%
479,8/2/2019,"8,004.07","8,056.42","8,068.80","7,953.67",584.30M,-1.32%
480,8/5/2019,"7,726.04","7,823.33","7,836.45","7,662.90",699.01M,-3.47%
481,8/6/2019,"7,833.27","7,804.51","7,845.01","7,739.57",564.77M,1.39%
482,8/7/2019,"7,862.83","7,747.27","7,881.38","7,702.42",615.18M,0.38%
483,8/8/2019,"8,039.16","7,921.59","8,041.12","7,896.15",659.54M,2.24%
484,8/9/2019,"7,959.14","7,997.19","8,020.56","7,910.35",568.09M,-1.00%
485,8/12/2019,"7,863.41","7,907.49","7,924.99","7,833.79",536.97M,-1.20%
486,8/13/2019,"8,016.36","7,863.41","8,065.24","7,851.58",604.20M,1.95%
487,8/14/2019,"7,773.94","7,877.33","7,900.28","7,762.87",637.26M,-3.02%
488,8/15/2019,"7,766.62","7,790.20","7,805.93","7,716.55",539.47M,-0.09%
489,8/16/2019,"7,895.99","7,828.35","7,907.52","7,828.35",543.84M,1.67%
490,8/19/2019,"8,002.81","8,006.18","8,026.75","7,974.36",500.92M,1.35%
491,8/20/2019,"7,948.56","7,989.36","8,010.58","7,948.09",452.71M,-0.68%
492,8/21/2019,"8,020.21","8,017.07","8,036.94","7,998.50",428.16M,0.90%
493,8/22/2019,"7,991.39","8,038.79","8,048.58","7,937.12",456.70M,-0.36%
494,8/23/2019,"7,751.77","7,943.65","8,005.34","7,730.77",598.42M,-3.00%
495,8/26/2019,"7,853.73","7,829.58","7,856.04","7,789.05",446.37M,1.32%
496,8/27/2019,"7,826.95","7,908.78","7,916.83","7,795.18",532.80M,-0.34%
497,8/28/2019,"7,856.88","7,798.35","7,866.87","7,766.67",420.87M,0.38%
498,8/29/2019,"7,973.39","7,945.78","7,992.29","7,925.83",434.25M,1.48%
499,8/30/2019,"7,962.88","8,015.16","8,017.91","7,914.74",467.01M,-0.13%
500,9/3/2019,"7,874.16","7,906.44","7,940.37","7,847.32",512.49M,-1.11%
501,9/4/2019,"7,976.88","7,949.81","7,981.41","7,928.94",509.99M,1.30%
502,9/5/2019,"8,116.83","8,061.29","8,134.42","8,061.29",542.83M,1.75%
503,9/6/2019,"8,103.07","8,125.58","8,134.39","8,098.52",478.40M,-0.17%
504,9/9/2019,"8,087.44","8,130.91","8,131.65","8,052.35",573.75M,-0.19%
505,9/10/2019,"8,084.15","8,049.98","8,086.53","8,001.69",609.35M,-0.04%
506,9/11/2019,"8,169.68","8,091.68","8,169.68","8,081.56",595.76M,1.06%
507,9/12/2019,"8,194.47","8,206.58","8,243.80","8,176.73",557.77M,0.30%
508,9/13/2019,"8,176.71","8,190.57","8,210.20","8,165.47",495.64M,-0.22%
509,9/16/2019,"8,153.54","8,121.64","8,165.32","8,121.25",483.84M,-0.28%
510,9/17/2019,"8,186.02","8,148.65","8,188.23","8,139.82",471.62M,0.40%
511,9/18/2019,"8,177.39","8,174.62","8,179.87","8,086.22",542.24M,-0.11%
512,9/19/2019,"8,182.88","8,193.59","8,237.43","8,174.32",492.92M,0.07%
513,9/20/2019,"8,117.67","8,184.88","8,202.82","8,086.16",1.52B,-0.80%
514,9/23/2019,"8,112.46","8,106.49","8,135.81","8,085.34",473.44M,-0.06%
515,9/24/2019,"7,993.63","8,147.23","8,158.84","7,969.65",608.62M,-1.46%
516,9/25/2019,"8,077.38","7,990.66","8,095.00","7,935.57",532.51M,1.05%
517,9/26/2019,"8,030.66","8,070.12","8,072.11","7,991.02",472.49M,-0.58%
518,9/27/2019,"7,939.63","8,047.11","8,051.83","7,890.28",527.85M,-1.13%
519,9/30/2019,"7,999.33","7,964.09","8,012.16","7,949.63",510.05M,0.75%
520,10/1/2019,"7,908.67","8,026.83","8,062.50","7,906.29",541.53M,-1.13%
521,10/2/2019,"7,785.23","7,851.13","7,852.70","7,744.95",629.68M,-1.56%
522,10/3/2019,"7,872.25","7,787.02","7,872.27","7,700.00",518.32M,1.12%
523,10/4/2019,"7,982.46","7,908.44","7,986.62","7,899.39",443.55M,1.40%
524,10/7/2019,"7,956.28","7,956.41","8,013.31","7,942.08",477.67M,-0.33%
525,10/8/2019,"7,823.76","7,898.27","7,921.88","7,823.73",478.69M,-1.67%
526,10/9/2019,"7,903.73","7,895.96","7,930.91","7,873.52",391.06M,1.02%
527,10/10/2019,"7,950.77","7,904.56","7,982.85","7,899.81",451.97M,0.60%
528,10/11/2019,"8,057.04","8,047.34","8,115.80","8,046.80",549.19M,1.34%
529,10/14/2019,"8,048.65","8,044.35","8,069.85","8,036.41",380.78M,-0.10%
530,10/15/2019,"8,148.71","8,074.85","8,166.18","8,071.81",447.40M,1.24%
531,10/16/2019,"8,124.18","8,119.81","8,146.15","8,103.38",470.30M,-0.30%
532,10/17/2019,"8,156.85","8,176.91","8,183.64","8,131.25",488.85M,0.40%
533,10/18/2019,"8,089.54","8,149.85","8,157.36","8,045.38",559.75M,-0.83%
534,10/21/2019,"8,162.99","8,137.42","8,164.14","8,117.26",482.28M,0.91%
535,10/22/2019,"8,104.30","8,188.12","8,194.62","8,101.98",463.31M,-0.72%
536,10/23/2019,"8,119.79","8,090.24","8,122.89","8,078.35",457.42M,0.19%
537,10/24/2019,"8,185.80","8,180.04","8,187.84","8,137.66",468.72M,0.81%
538,10/25/2019,"8,243.12","8,150.59","8,249.97","8,150.59",475.98M,0.70%
539,10/28/2019,"8,325.99","8,285.77","8,335.56","8,285.27",488.91M,1.01%
540,10/29/2019,"8,276.85","8,313.35","8,319.29","8,275.14",468.38M,-0.59%
541,10/30/2019,"8,303.98","8,284.28","8,315.50","8,241.70",484.37M,0.33%
542,10/31/2019,"8,292.36","8,314.38","8,321.80","8,248.81",608.63M,-0.14%
543,11/1/2019,"8,386.40","8,335.05","8,386.75","8,326.56",519.42M,1.13%
544,11/4/2019,"8,433.20","8,445.50","8,451.37","8,421.30",555.69M,0.56%
545,11/5/2019,"8,434.68","8,446.62","8,457.39","8,421.05",559.52M,0.02%
546,11/6/2019,"8,410.63","8,426.57","8,426.57","8,379.33",584.19M,-0.29%
547,11/7/2019,"8,434.52","8,455.11","8,483.16","8,415.87",618.39M,0.28%
548,11/8/2019,"8,475.31","8,422.67","8,475.57","8,405.89",508.33M,0.48%
549,11/11/2019,"8,464.28","8,431.26","8,467.29","8,425.49",435.56M,-0.13%
550,11/12/2019,"8,486.09","8,471.07","8,514.84","8,462.99",491.23M,0.26%
551,11/13/2019,"8,482.10","8,455.02","8,496.90","8,451.34",521.49M,-0.05%
552,11/14/2019,"8,479.02","8,461.06","8,485.36","8,441.58",499.40M,-0.04%
553,11/15/2019,"8,540.83","8,524.48","8,540.83","8,506.80",588.62M,0.73%
554,11/18/2019,"8,549.94","8,529.16","8,559.78","8,503.62",523.43M,0.11%
555,11/19/2019,"8,570.66","8,578.02","8,589.76","8,536.73",533.69M,0.24%
556,11/20/2019,"8,526.73","8,543.57","8,578.27","8,468.63",771.51M,-0.51%
557,11/21/2019,"8,506.21","8,527.87","8,530.73","8,487.29",520.65M,-0.24%
558,11/22/2019,"8,519.89","8,530.54","8,535.46","8,477.49",459.67M,0.16%
559,11/25/2019,"8,632.49","8,559.65","8,633.15","8,559.65",575.98M,1.32%
560,11/26/2019,"8,647.93","8,635.40","8,659.73","8,625.62",739.47M,0.18%
561,11/27/2019,"8,705.17","8,669.59","8,705.91","8,662.58",436.37M,0.66%
562,11/29/2019,"8,665.47","8,682.01","8,697.33","8,664.03",303.12M,-0.46%
563,12/2/2019,"8,567.99","8,672.84","8,672.84","8,540.16",559.26M,-1.12%
564,12/3/2019,"8,520.64","8,460.72","8,523.98","8,435.40",599.92M,-0.55%
565,12/4/2019,"8,566.67","8,557.44","8,584.88","8,552.38",571.97M,0.54%
566,12/5/2019,"8,570.70","8,587.93","8,588.89","8,541.92",536.69M,0.05%
567,12/6/2019,"8,656.53","8,634.25","8,665.44","8,630.58",527.65M,1.00%
568,12/9/2019,"8,621.83","8,650.86","8,678.85","8,619.77",547.63M,-0.40%
569,12/10/2019,"8,616.18","8,623.56","8,650.76","8,600.82",515.36M,-0.07%
570,12/11/2019,"8,654.05","8,631.12","8,658.48","8,622.35",486.22M,0.44%
571,12/12/2019,"8,717.32","8,645.36","8,745.82","8,633.60",588.22M,0.73%
572,12/13/2019,"8,734.88","8,713.91","8,768.87","8,697.58",543.98M,0.20%
573,12/16/2019,"8,814.23","8,791.31","8,833.45","8,789.77",632.71M,0.91%
574,12/17/2019,"8,823.36","8,829.47","8,831.99","8,804.60",594.89M,0.10%
575,12/18/2019,"8,827.74","8,834.65","8,848.76","8,820.42",680.42M,0.05%
576,12/19/2019,"8,887.22","8,838.97","8,888.13","8,838.97",629.57M,0.67%
577,12/20/2019,"8,924.95","8,911.84","8,931.91","8,901.87",1.60B,0.42%
578,12/23/2019,"8,945.65","8,950.20","8,956.64","8,934.55",510.23M,0.23%
579,12/24/2019,"8,952.88","8,955.01","8,957.12","8,934.36",248.97M,0.08%
580,12/26/2019,"9,022.39","8,970.21","9,022.46","8,968.45",394.33M,0.78%
581,12/27/2019,"9,006.62","9,049.47","9,052.00","8,987.32",443.17M,-0.17%
582,12/30/2019,"8,945.99","9,004.45","9,006.36","8,909.19",483.98M,-0.67%
583,12/31/2019,"8,972.60","8,918.74","8,975.35","8,912.77",554.99M,0.30%
584,1/2/2020,"9,092.19","9,039.46","9,093.43","9,010.89",654.95M,1.33%
585,1/3/2020,"9,020.77","8,976.43","9,065.76","8,976.43",618.55M,-0.79%
586,1/6/2020,"9,071.47","8,943.50","9,072.41","8,943.50",690.23M,0.56%
587,1/7/2020,"9,068.58","9,076.65","9,091.93","9,042.55",552.23M,-0.03%
588,1/8/2020,"9,129.24","9,068.03","9,168.89","9,059.38",595.81M,0.67%
589,1/9/2020,"9,203.43","9,202.27","9,215.95","9,158.50",601.33M,0.81%
590,1/10/2020,"9,178.86","9,232.94","9,235.20","9,164.66",585.08M,-0.27%
591,1/13/2020,"9,273.93","9,213.72","9,274.49","9,193.06",605.16M,1.04%
592,1/14/2020,"9,251.33","9,270.61","9,298.33","9,226.49",624.22M,-0.24%
593,1/15/2020,"9,258.69","9,253.76","9,298.82","9,231.14",584.77M,0.08%
594,1/16/2020,"9,357.13","9,313.44","9,357.92","9,301.32",567.15M,1.06%
595,1/17/2020,"9,388.94","9,392.37","9,393.48","9,346.81",659.47M,0.34%
596,1/21/2020,"9,370.81","9,361.07","9,397.58","9,350.20",691.60M,-0.19%
597,1/22/2020,"9,383.77","9,413.61","9,439.29","9,375.13",580.34M,0.14%
598,1/23/2020,"9,402.48","9,377.72","9,409.20","9,334.13",611.04M,0.20%
599,1/24/2020,"9,314.91","9,446.20","9,451.43","9,273.23",629.46M,-0.93%
600,1/27/2020,"9,139.31","9,092.46","9,185.45","9,088.04",686.78M,-1.89%
601,1/28/2020,"9,269.68","9,201.82","9,288.87","9,182.33",530.77M,1.43%
602,1/29/2020,"9,275.16","9,318.26","9,329.11","9,249.04",548.87M,0.06%
603,1/30/2020,"9,298.93","9,211.15","9,303.00","9,185.18",573.68M,0.26%
604,1/31/2020,"9,150.94","9,324.33","9,324.80","9,123.22",695.77M,-1.59%
605,2/3/2020,"9,273.40","9,190.72","9,299.85","9,188.55",623.27M,1.34%
606,2/4/2020,"9,467.97","9,398.39","9,485.38","9,374.05",607.83M,2.10%
607,2/5/2020,"9,508.68","9,574.10","9,574.93","9,454.93",625.91M,0.43%
608,2/6/2020,"9,572.15","9,540.98","9,575.66","9,505.68",582.67M,0.67%
609,2/7/2020,"9,520.51","9,526.64","9,570.09","9,496.53",549.79M,-0.54%
610,2/10/2020,"9,628.39","9,493.63","9,628.66","9,493.63",546.60M,1.13%
611,2/11/2020,"9,638.94","9,680.89","9,714.74","9,617.21",567.80M,0.11%
612,2/12/2020,"9,725.96","9,688.60","9,728.77","9,666.68",589.71M,0.90%
613,2/13/2020,"9,711.97","9,657.04","9,748.32","9,650.02",545.84M,-0.14%
614,2/14/2020,"9,731.18","9,728.90","9,746.36","9,693.05",536.34M,0.20%
615,2/18/2020,"9,732.74","9,679.04","9,747.68","9,675.80",555.31M,0.02%
616,2/19/2020,"9,817.18","9,782.81","9,838.37","9,777.10",580.07M,0.87%
617,2/20/2020,"9,750.97","9,799.20","9,820.86","9,636.94",646.92M,-0.67%
618,2/21/2020,"9,576.59","9,708.01","9,715.95","9,542.33",699.67M,-1.79%
619,2/24/2020,"9,221.28","9,188.44","9,322.88","9,166.01",795.20M,-3.71%
620,2/25/2020,"8,965.61","9,301.20","9,315.26","8,940.49",871.82M,-2.77%
621,2/26/2020,"8,980.77","9,011.55","9,148.32","8,927.80",870.35M,0.17%
622,2/27/2020,"8,566.48","8,744.03","8,904.11","8,562.05",1.15B,-4.61%
623,2/28/2020,"8,567.37","8,269.74","8,591.82","8,264.16",1.44B,0.01%
624,3/2/2020,"8,952.17","8,667.14","8,952.81","8,543.35",1.10B,4.49%
625,3/3/2020,"8,684.09","8,965.10","9,070.32","8,602.89",1.10B,-2.99%
626,3/4/2020,"9,018.09","8,834.10","9,019.96","8,757.66",878.06M,3.85%
627,3/5/2020,"8,738.59","8,790.09","8,921.08","8,677.39",901.11M,-3.10%
628,3/6/2020,"8,575.62","8,469.01","8,612.36","8,375.13",1.05B,-1.86%
629,3/9/2020,"7,950.68","7,957.93","8,243.31","7,943.16",1.20B,-7.29%
630,3/10/2020,"8,344.25","8,219.76","8,347.40","7,930.43",1.12B,4.95%
631,3/11/2020,"7,952.05","8,136.25","8,181.36","7,850.94",1.06B,-4.70%
632,3/12/2020,"7,201.80","7,398.58","7,712.33","7,194.67",1.34B,-9.43%
633,3/13/2020,"7,874.88","7,610.39","7,875.93","7,219.09",1.25B,9.35%
634,3/16/2020,"6,904.59","7,392.73","7,422.20","6,882.86",1.27B,-12.32%
635,3/17/2020,"7,334.78","6,904.59","7,406.23","6,828.91",1.29B,6.23%
636,3/18/2020,"6,989.84","6,902.32","7,182.83","6,686.36",1.26B,-4.70%
637,3/19/2020,"7,150.58","6,996.45","7,341.38","6,858.38",1.19B,2.30%
638,3/20/2020,"6,879.52","7,248.07","7,354.44","6,854.67",1.64B,-3.79%
639,3/23/2020,"6,860.67","6,847.28","6,984.94","6,631.42",1.08B,-0.27%
640,3/24/2020,"7,417.86","7,196.15","7,418.37","7,169.86",1.15B,8.12%
641,3/25/2020,"7,384.30","7,421.36","7,671.21","7,276.40",1.19B,-0.45%
642,3/26/2020,"7,797.54","7,462.21","7,809.82","7,462.21",1.01B,5.60%
643,3/27/2020,"7,502.38","7,554.25","7,716.24","7,491.14",1.00B,-3.79%
644,3/30/2020,"7,774.15","7,583.46","7,784.35","7,539.97",926.45M,3.62%
645,3/31/2020,"7,700.10","7,740.06","7,880.31","7,642.86",1.10B,-0.95%
646,4/1/2020,"7,360.58","7,459.50","7,566.37","7,301.98",914.11M,-4.41%
647,4/2/2020,"7,487.31","7,317.45","7,501.70","7,307.95",912.99M,1.72%
648,4/3/2020,"7,373.08","7,477.27","7,518.72","7,288.11",836.10M,-1.53%
649,4/6/2020,"7,913.24","7,660.17","7,938.33","7,617.79",980.15M,7.33%
650,4/7/2020,"7,887.26","8,129.99","8,146.43","7,881.22",1.00B,-0.33%
651,4/8/2020,"8,090.90","7,975.72","8,114.43","7,901.94",838.25M,2.58%
652,4/9/2020,"8,153.57","8,169.01","8,227.91","8,072.32",925.80M,0.77%
653,4/13/2020,"8,192.42","8,127.69","8,200.44","8,035.95",761.87M,0.48%
654,4/14/2020,"8,515.74","8,353.21","8,531.11","8,338.08",849.82M,3.95%
655,4/15/2020,"8,393.18","8,355.96","8,464.66","8,308.79",794.06M,-1.44%
656,4/16/2020,"8,532.36","8,479.11","8,560.16","8,393.27",919.56M,1.66%
657,4/17/2020,"8,650.14","8,667.48","8,670.30","8,531.69",1.06B,1.38%
658,4/20/2020,"8,560.73","8,553.38","8,684.91","8,553.38",876.31M,-1.03%
659,4/21/2020,"8,263.23","8,460.69","8,480.29","8,215.69",881.56M,-3.48%
660,4/22/2020,"8,495.38","8,434.55","8,537.31","8,404.54",733.43M,2.81%
661,4/23/2020,"8,494.75","8,528.84","8,635.23","8,475.20",854.52M,-0.01%
662,4/24/2020,"8,634.52","8,530.08","8,642.93","8,464.42",797.88M,1.65%
663,4/27/2020,"8,730.16","8,717.98","8,754.57","8,697.37",807.92M,1.11%
